ID	CHARACTER	PINYIN	DOCULECT	PHONETIC_CLASS	KARLGREN_ID	READING	SOURCE
9182	濈	jí	Old_Chinese	0688	0688f		Karlgren1954
9183	濈	jí	Middle_Chinese		0688f	tsrip	Wikibooks2016a
9184	揖	yī	Old_Chinese	0688	0688g		Karlgren1954
9185	揖	yī	Middle_Chinese		0688g	tsip	Wikibooks2016a
9186	揖	yī	Middle_Chinese		0688g	'jip	Wikibooks2016a
9187	揖	yī	Middle_Chinese		0688g	(cf.	Wikibooks2016a
9188	揖	yī	Middle_Chinese		0688g	Baxter	Wikibooks2016a
9189	揖	yī	Middle_Chinese		0688g	&	Wikibooks2016a
9190	揖	yī	Middle_Chinese		0688g	Sagart	Wikibooks2016a
9191	揖	yī	Middle_Chinese		0688g	2014:	Wikibooks2016a
9192	揖	yī	Middle_Chinese		0688g	389	Wikibooks2016a
9193	揖	yī	Middle_Chinese		0688g	n.	Wikibooks2016a
9194	揖	yī	Middle_Chinese		0688g	59)	Wikibooks2016a
9195	楫	jí	Old_Chinese	0688	0688h		Karlgren1954
9196	楫	jí	Middle_Chinese		0688h	tsjep	Wikibooks2016a
9197	檝	jí	Old_Chinese	0688	0688i		Karlgren1954
9198	檝	jí	Middle_Chinese		0688i	tsjep	Wikibooks2016a
9199	襲	xí	Old_Chinese	0689	0689a		Karlgren1954
9200	襲	xí	Middle_Chinese		0689a	zip	Wikibooks2016a
9201	習	xí	Old_Chinese	0690	0690a		Karlgren1954
9202	習	xí	Middle_Chinese		0690a	zip	Wikibooks2016a
9203	謵	xí	Old_Chinese	0690	0690b		Karlgren1954
9204	謵	xí	Middle_Chinese		0690b	zip	Wikibooks2016a
9205	槢	xí	Old_Chinese	0690	0690c		Karlgren1954
9206	槢	xí	Middle_Chinese		0690c	zip	Wikibooks2016a
9207	熠	yì	Old_Chinese	0690	0690f		Karlgren1954
9208	熠	yì	Middle_Chinese		0690f	yip	Wikibooks2016a
9209	褶	zhě	Old_Chinese	0690	0690g		Karlgren1954
9210	褶	zhě	Middle_Chinese		0690g	dep	Wikibooks2016a
9211	慴	shè	Old_Chinese	0690	0690h		Karlgren1954
9212	慴	shè	Middle_Chinese		0690h	tsyep	Wikibooks2016a
9213	摺	zhé	Old_Chinese	0690	0690-		Karlgren1954
9214	摺	zhé	Middle_Chinese		0690-	tsyep	Wikibooks2016a
9215	集	jí	Old_Chinese	0691	0691a		Karlgren1954
9216	集	jí	Middle_Chinese		0691a	dzip	Wikibooks2016a
9217	雜	zá	Old_Chinese	0691	0691d		Karlgren1954
9218	雜	zá	Middle_Chinese		0691d	dzop	Wikibooks2016a
9219	濕	shī	Old_Chinese	0692	0692a		Karlgren1954
9220	濕	shī	Middle_Chinese		0692a	khip	Wikibooks2016a
9221	濕	shī	Middle_Chinese		0692a	syip	Wikibooks2016a
9222	濕	shī	Middle_Chinese		0692a	tsrhip	Wikibooks2016a
9223	隰	xí	Old_Chinese	0692	0692b		Karlgren1954
9224	隰	xí	Middle_Chinese		0692b	zip	Wikibooks2016a
9225	溼	shī	Old_Chinese	0693	0693a		Karlgren1954
9226	溼	shī	Middle_Chinese		0693a	syip	Wikibooks2016a
9227	立	lì	Old_Chinese	0694	0694a		Karlgren1954
9228	立	lì	Middle_Chinese		0694a	lip	Wikibooks2016a
9229	笠	lì	Old_Chinese	0694	0694e		Karlgren1954
9230	笠	lì	Middle_Chinese		0694e	lip	Wikibooks2016a
9231	粒	lì	Old_Chinese	0694	0694f		Karlgren1954
9232	粒	lì	Middle_Chinese		0694f	lip	Wikibooks2016a
9233	苙	lì	Old_Chinese	0694	0694g		Karlgren1954
9234	苙	lì	Middle_Chinese		0694g	gip	Wikibooks2016a
9235	苙	lì	Middle_Chinese		0694g	lip	Wikibooks2016a
9236	泣	qì	Old_Chinese	0694	0694h		Karlgren1954
9237	泣	qì	Middle_Chinese		0694h	khip	Wikibooks2016a
9238	湇	qì	Old_Chinese	0694	0694i		Karlgren1954
9239	湇	qì	Middle_Chinese		0694i	khip	Wikibooks2016a
9240	㕇	lā	Old_Chinese	0694	0694j		Karlgren1954
9241	㕇	lā	Middle_Chinese		0694j	lop	Wikibooks2016a
9242	拉	lā	Old_Chinese	0694	0694l		Karlgren1954
9243	拉	lā	Middle_Chinese		0694l	lop	Wikibooks2016a
9244	入	rù	Old_Chinese	0695	0695a		Karlgren1954
9245	入	rù	Middle_Chinese		0695a	nyip	Wikibooks2016a
9246	內	nèi	Old_Chinese	0695	0695e		Karlgren1954
9247	內	nèi	Middle_Chinese		0695e	nop	Wikibooks2016a
9248	內	nèi	Middle_Chinese		0695e	nwojH	Wikibooks2016a
9249	納	nà	Old_Chinese	0695	0695h		Karlgren1954
9250	納	nà	Middle_Chinese		0695h	nop	Wikibooks2016a
9251	軜	nà	Old_Chinese	0695	0695i		Karlgren1954
9252	軜	nà	Middle_Chinese		0695i	nop	Wikibooks2016a
9253	訥	nè	Old_Chinese	0695	0695j		Karlgren1954
9254	訥	nè	Middle_Chinese		0695j	nwot	Wikibooks2016a
9255	吶	nà	Old_Chinese	0695	0695k		Karlgren1954
9256	吶	nà	Middle_Chinese		0695k	nrjwet	Wikibooks2016a
9257	吶	nà	Middle_Chinese		0695k	nrwaet	Wikibooks2016a
9258	吶	nà	Middle_Chinese		0695k	nywet	Wikibooks2016a
9259	㕯	nè	Old_Chinese	0695	0695l		Karlgren1954
9260	㕯	nè	Middle_Chinese		0695l	nrjwet	Wikibooks2016a
9261	㕯	nè	Middle_Chinese		0695l	nwaet	Wikibooks2016a
9262	㕯	nè	Middle_Chinese		0695l	nwot	Wikibooks2016a
9263	㕯	nè	Middle_Chinese		0695l	nywet	Wikibooks2016a
9264	枘	ruì	Old_Chinese	0695	0695n		Karlgren1954
9265	枘	ruì	Middle_Chinese		0695n	nywejH	Wikibooks2016a
9266	汭	ruì	Old_Chinese	0695	0695o		Karlgren1954
9267	汭	ruì	Middle_Chinese		0695o	nywejH	Wikibooks2016a
9268	蚋	ruì	Old_Chinese	0695	0695p		Karlgren1954
9269	蚋	ruì	Middle_Chinese		0695p	nywejH	Wikibooks2016a
9270	芮	ruì	Old_Chinese	0695	0695q		Karlgren1954
9271	芮	ruì	Middle_Chinese		0695q	nywejH	Wikibooks2016a
9272	焫	ruò	Old_Chinese	0695	0695r		Karlgren1954
9273	焫	ruò	Middle_Chinese		0695r	nywejH	Wikibooks2016a
9274	焫	ruò	Middle_Chinese		0695r	nywet	Wikibooks2016a
9275	蜹	ruì	Old_Chinese	0695	0695s		Karlgren1954
9276	蜹	ruì	Middle_Chinese		0695s	nywejH	Wikibooks2016a
9277	蜹	ruì	Middle_Chinese		0695s	nywet	Wikibooks2016a
9278	㚔	niè	Old_Chinese	0696	0696a		Karlgren1954
9279	㚔	niè	Middle_Chinese		0696a	nrjep	Wikibooks2016a
9280	岡	gāng	Old_Chinese	0697	0697a		Karlgren1954
9281	岡	gāng	Middle_Chinese		0697a	kang	Wikibooks2016a
9282	剛	gāng	Old_Chinese	0697	0697b		Karlgren1954
9283	剛	gāng	Middle_Chinese		0697b	kang	Wikibooks2016a
9284	綱	gāng	Old_Chinese	0697	0697e		Karlgren1954
9285	綱	gāng	Middle_Chinese		0697e	kang	Wikibooks2016a
9286	犅	gāng	Old_Chinese	0697	0697f		Karlgren1954
9287	犅	gāng	Middle_Chinese		0697f	kang	Wikibooks2016a
9288	鋼	gāng	Old_Chinese	0697	0697h		Karlgren1954
9289	鋼	gāng	Middle_Chinese		0697h	kang	Wikibooks2016a
9290	鋼	gāng	Middle_Chinese		0697h	kangH	Wikibooks2016a
9291	亢	kàng	Old_Chinese	0698	0698a		Karlgren1954
9292	亢	kàng	Middle_Chinese		0698a	kang	Wikibooks2016a
9293	亢	kàng	Middle_Chinese		0698a	khangH	Wikibooks2016a
9294	抗	kàng	Old_Chinese	0698	0698b		Karlgren1954
9295	抗	kàng	Middle_Chinese		0698b	khangH	Wikibooks2016a
9296	伉	kàng	Old_Chinese	0698	0698c		Karlgren1954
9297	伉	kàng	Middle_Chinese		0698c	khangH	Wikibooks2016a
9298	忼	kāng	Old_Chinese	0698	0698d		Karlgren1954
9299	忼	kāng	Middle_Chinese		0698d	khangH	Wikibooks2016a
9300	忼	kāng	Middle_Chinese		0698d	khangX	Wikibooks2016a
9301	杭	háng	Old_Chinese	0698	0698e		Karlgren1954
9302	杭	háng	Middle_Chinese		0698e	hang	Wikibooks2016a
9303	沆	hàng	Old_Chinese	0698	0698f		Karlgren1954
9304	沆	hàng	Middle_Chinese		0698f	hangX	Wikibooks2016a
9305	頏	háng	Old_Chinese	0698	0698g		Karlgren1954
9306	頏	háng	Middle_Chinese		0698g	hang	Wikibooks2016a
9307	坑	kēng	Old_Chinese	0698	0698h		Karlgren1954
9308	坑	kēng	Middle_Chinese		0698h	khaeng	Wikibooks2016a
9309	阬	kēng	Old_Chinese	0698	0698i		Karlgren1954
9310	阬	kēng	Middle_Chinese		0698i	khaeng	Wikibooks2016a
9311	卬	áng	Old_Chinese	0699	0699a		Karlgren1954
9312	卬	áng	Middle_Chinese		0699a	ngang	Wikibooks2016a
9313	卬	áng	Middle_Chinese		0699a	ngjangX	Wikibooks2016a
9314	昂	áng	Old_Chinese	0699	0699b		Karlgren1954
9315	昂	áng	Middle_Chinese		0699b	ngang	Wikibooks2016a
9316	仰	yǎng	Old_Chinese	0699	0699c		Karlgren1954
9317	仰	yǎng	Middle_Chinese		0699c	ngjangX	Wikibooks2016a
9318	迎	yíng	Old_Chinese	0699	0699d		Karlgren1954
9319	迎	yíng	Middle_Chinese		0699d	ngjaeng	Wikibooks2016a
9320	迎	yíng	Middle_Chinese		0699d	ngjaengH	Wikibooks2016a
9321	唐	táng	Old_Chinese	0700	0700a		Karlgren1954
9322	唐	táng	Middle_Chinese		0700a	dang	Wikibooks2016a
9323	塘	táng	Old_Chinese	0700	0700c		Karlgren1954
9324	塘	táng	Middle_Chinese		0700c	dang	Wikibooks2016a
9325	榶	táng	Old_Chinese	0700	0700d		Karlgren1954
9326	榶	táng	Middle_Chinese		0700d	dang	Wikibooks2016a
9327	螗	táng	Old_Chinese	0700	0700e		Karlgren1954
9328	螗	táng	Middle_Chinese		0700e	dang	Wikibooks2016a
9329	宕	dàng	Old_Chinese	0701	0701a		Karlgren1954
9330	宕	dàng	Middle_Chinese		0701a	dangH	Wikibooks2016a
9331	葬	zàng	Old_Chinese	0702	0702a		Karlgren1954
9332	葬	zàng	Middle_Chinese		0702a	tsangH	Wikibooks2016a
9333	倉	cāng	Old_Chinese	0703	0703a		Karlgren1954
9334	倉	cāng	Middle_Chinese		0703a	tshang	Wikibooks2016a
9335	凔	chuàng	Old_Chinese	0703	0703c		Karlgren1954
9336	凔	chuàng	Middle_Chinese		0703c	tshang	Wikibooks2016a
9337	凔	chuàng	Middle_Chinese		0703c	tsrhjangH	Wikibooks2016a
9338	滄	cāng	Old_Chinese	0703	0703d		Karlgren1954
9339	滄	cāng	Middle_Chinese		0703d	tshang	Wikibooks2016a
9340	蒼	cāng	Old_Chinese	0703	0703e		Karlgren1954
9341	蒼	cāng	Middle_Chinese		0703e	tshang	Wikibooks2016a
9342	鶬	cāng	Old_Chinese	0703	0703f		Karlgren1954
9343	鶬	cāng	Middle_Chinese		0703f	tshang	Wikibooks2016a
9344	鶬	cāng	Middle_Chinese		0703f	tshjang	Wikibooks2016a
9345	搶	qiǎng	Old_Chinese	0703	0703g		Karlgren1954
9346	搶	qiǎng	Middle_Chinese		0703g	tshjang	Wikibooks2016a
9347	搶	qiǎng	Middle_Chinese		0703g	tshjangX	Wikibooks2016a
9348	搶	qiǎng	Middle_Chinese		0703g	tsrhjangX	Wikibooks2016a
9349	瑲	qiāng	Old_Chinese	0703	0703h		Karlgren1954
9350	瑲	qiāng	Middle_Chinese		0703h	tshjang	Wikibooks2016a
9351	槍	qiāng	Old_Chinese	0703	0703i		Karlgren1954
9352	槍	qiāng	Middle_Chinese		0703i	tshjang	Wikibooks2016a
9353	蹌	qiāng	Old_Chinese	0703	0703j		Karlgren1954
9354	蹌	qiāng	Middle_Chinese		0703j	tshjang	Wikibooks2016a
9355	牄	qiāng	Old_Chinese	0703	0703k		Karlgren1954
9356	牄	qiāng	Middle_Chinese		0703k	tshjang	Wikibooks2016a
9357	創	chuàng	Old_Chinese	0703	0703l		Karlgren1954
9358	創	chuàng	Middle_Chinese		0703l	tsrhjang	Wikibooks2016a
9359	創	chuàng	Middle_Chinese		0703l	tsrhjangH	Wikibooks2016a
9360	愴	chuàng	Old_Chinese	0703	0703m		Karlgren1954
9361	愴	chuàng	Middle_Chinese		0703m	tsrhjangH	Wikibooks2016a
9362	瘡	chuāng	Old_Chinese	0703	0703n		Karlgren1954
9363	瘡	chuāng	Middle_Chinese		0703n	tsrhjang	Wikibooks2016a
9364	桑	sāng	Old_Chinese	0704	0704a		Karlgren1954
9365	桑	sāng	Middle_Chinese		0704a	sang	Wikibooks2016a
9366	顙	sǎng	Old_Chinese	0704	0704b		Karlgren1954
9367	顙	sǎng	Middle_Chinese		0704b	sangX	Wikibooks2016a
9368	喪	sàng	Old_Chinese	0705	0705a		Karlgren1954
9369	喪	sàng	Middle_Chinese		0705a	sang	Wikibooks2016a
9370	喪	sàng	Middle_Chinese		0705a	sangH	Wikibooks2016a
9371	光	guāng	Old_Chinese	0706	0706a		Karlgren1954
9372	光	guāng	Middle_Chinese		0706a	kwang	Wikibooks2016a
9373	洸	guāng	Old_Chinese	0706	0706f		Karlgren1954
9374	洸	guāng	Middle_Chinese		0706f	kwang	Wikibooks2016a
9375	絖	kuàng	Old_Chinese	0706	0706g		Karlgren1954
9376	絖	kuàng	Middle_Chinese		0706g	khwangH	Wikibooks2016a
9377	侊	guāng	Old_Chinese	0706	0706h		Karlgren1954
9378	侊	guāng	Middle_Chinese		0706h	kwaeng	Wikibooks2016a
9379	侊	guāng	Middle_Chinese		0706h	kwang	Wikibooks2016a
9380	觥	gōng	Old_Chinese	0706	0706i		Karlgren1954
9381	觥	gōng	Middle_Chinese		0706i	kwaeng	Wikibooks2016a
9382	恍	huǎng	Old_Chinese	0706	0706j		Karlgren1954
9383	恍	huǎng	Middle_Chinese		0706j	xwangX	Wikibooks2016a
9384	黃	huáng	Old_Chinese	0707	0707a		Karlgren1954
9385	黃	huáng	Middle_Chinese		0707a	hwang	Wikibooks2016a
9386	璜	huáng	Old_Chinese	0707	0707c		Karlgren1954
9387	璜	huáng	Middle_Chinese		0707c	hwang	Wikibooks2016a
9388	潢	huáng	Old_Chinese	0707	0707e		Karlgren1954
9389	潢	huáng	Middle_Chinese		0707e	hwang	Wikibooks2016a
9390	簧	huáng	Old_Chinese	0707	0707g		Karlgren1954
9391	簧	huáng	Middle_Chinese		0707g	hwang	Wikibooks2016a
9392	廣	guǎng	Old_Chinese	0707	0707h		Karlgren1954
9393	廣	guǎng	Middle_Chinese		0707h	kwangH	Wikibooks2016a
9394	廣	guǎng	Middle_Chinese		0707h	kwangX	Wikibooks2016a
9395	觵	gōng	Old_Chinese	0707	0707l		Karlgren1954
9396	觵	gōng	Middle_Chinese		0707l	kwaeng	Wikibooks2016a
9397	橫	héng	Old_Chinese	0707	0707m		Karlgren1954
9398	橫	héng	Middle_Chinese		0707m	hwaeng	Wikibooks2016a
9399	橫	héng	Middle_Chinese		0707m	kwangH	Wikibooks2016a
9400	壙	kuàng	Old_Chinese	0707	0707n		Karlgren1954
9401	壙	kuàng	Middle_Chinese		0707n	khwangH	Wikibooks2016a
9402	曠	kuàng	Old_Chinese	0707	0707o		Karlgren1954
9403	曠	kuàng	Middle_Chinese		0707o	khwangH	Wikibooks2016a
9404	纊	kuàng	Old_Chinese	0707	0707p		Karlgren1954
9405	纊	kuàng	Middle_Chinese		0707p	khwangH	Wikibooks2016a
9406	懬	kuàng	Old_Chinese	0707	0707r		Karlgren1954
9407	懬	kuàng	Middle_Chinese		0707r	khangX	Wikibooks2016a
9408	懬	kuàng	Middle_Chinese		0707r	khwangH	Wikibooks2016a
9409	懬	kuàng	Middle_Chinese		0707r	khwangX	Wikibooks2016a
9410	獷	guǎng	Old_Chinese	0707	0707s		Karlgren1954
9411	獷	guǎng	Middle_Chinese		0707s	kwaengX	Wikibooks2016a
9412	擴	kuò	Old_Chinese	0707	0707t		Karlgren1954
9413	擴	kuò	Middle_Chinese		0707t	khwak	Wikibooks2016a
9414	皇	huáng	Old_Chinese	0708	0708a		Karlgren1954
9415	皇	huáng	Middle_Chinese		0708a	hwang	Wikibooks2016a
9416	徨	huáng	Old_Chinese	0708	0708d		Karlgren1954
9417	徨	huáng	Middle_Chinese		0708d	hwang	Wikibooks2016a
9418	偟	huáng	Old_Chinese	0708	0708e		Karlgren1954
9419	偟	huáng	Middle_Chinese		0708e	hwang	Wikibooks2016a
9420	湟	huáng	Old_Chinese	0708	0708f		Karlgren1954
9421	湟	huáng	Middle_Chinese		0708f	hwang	Wikibooks2016a
9422	煌	huáng	Old_Chinese	0708	0708g		Karlgren1954
9423	煌	huáng	Middle_Chinese		0708g	hwang	Wikibooks2016a
9424	篁	huáng	Old_Chinese	0708	0708h		Karlgren1954
9425	篁	huáng	Middle_Chinese		0708h	hwang	Wikibooks2016a
9426	遑	huáng	Old_Chinese	0708	0708i		Karlgren1954
9427	遑	huáng	Middle_Chinese		0708i	hwang	Wikibooks2016a
9428	隍	huáng	Old_Chinese	0708	0708j		Karlgren1954
9429	隍	huáng	Middle_Chinese		0708j	hwang	Wikibooks2016a
9430	餭	huáng	Old_Chinese	0708	0708k		Karlgren1954
9431	餭	huáng	Middle_Chinese		0708k	hwang	Wikibooks2016a
9432	凰	huáng	Old_Chinese	0708	0708l		Karlgren1954
9433	凰	huáng	Middle_Chinese		0708l	hwang	Wikibooks2016a
9434	蝗	huáng	Old_Chinese	0708	0708m		Karlgren1954
9435	蝗	huáng	Middle_Chinese		0708m	hwaeng	Wikibooks2016a
9436	蝗	huáng	Middle_Chinese		0708m	hwang	Wikibooks2016a
9437	喤	huáng	Old_Chinese	0708	0708n		Karlgren1954
9438	喤	huáng	Middle_Chinese		0708n	hwaeng	Wikibooks2016a
9439	喤	huáng	Middle_Chinese		0708n	xwaeng	Wikibooks2016a
9440	惶	huáng	Old_Chinese	0708	0708-		Karlgren1954
9441	惶	huáng	Middle_Chinese		0708-	hwang	Wikibooks2016a
9442	莽	mǎng	Old_Chinese	0709	0709a		Karlgren1954
9443	莽	mǎng	Middle_Chinese		0709a	mangX	Wikibooks2016a
9444	畺	jiāng	Old_Chinese	0710	0710a		Karlgren1954
9445	畺	jiāng	Middle_Chinese		0710a	kjang	Wikibooks2016a
9446	壃	jiāng	Old_Chinese	0710	0710b		Karlgren1954
9447	壃	jiāng	Middle_Chinese		0710b	kjang	Wikibooks2016a
9448	僵	jiāng	Old_Chinese	0710	0710c		Karlgren1954
9449	僵	jiāng	Middle_Chinese		0710c	gjang	Wikibooks2016a
9450	僵	jiāng	Middle_Chinese		0710c	kjang	Wikibooks2016a
9451	薑	jiāng	Old_Chinese	0710	0710d		Karlgren1954
9452	薑	jiāng	Middle_Chinese		0710d	kjang	Wikibooks2016a
9453	彊	jiàng	Old_Chinese	0710	0710e		Karlgren1954
9454	彊	jiàng	Middle_Chinese		0710e	gjang	Wikibooks2016a
9455	彊	jiàng	Middle_Chinese		0710e	gjangX	Wikibooks2016a
9456	彊	jiàng	Middle_Chinese		0710e	kjang	Wikibooks2016a
9457	疆	jiāng	Old_Chinese	0710	0710h		Karlgren1954
9458	疆	jiāng	Middle_Chinese		0710h	kjang	Wikibooks2016a
9459	姜	jiāng	Old_Chinese	0711	0711a		Karlgren1954
9460	姜	jiāng	Middle_Chinese		0711a	kjang	Wikibooks2016a
9461	羌	qiāng	Old_Chinese	0712	0712a		Karlgren1954
9462	羌	qiāng	Middle_Chinese		0712a	khjang	Wikibooks2016a
9463	蜣	qiāng	Old_Chinese	0712	0712e		Karlgren1954
9464	蜣	qiāng	Middle_Chinese		0712e	khjang	Wikibooks2016a
9465	强	qiáng	Old_Chinese	0713	0713a		Karlgren1954
9466	强	qiáng	Middle_Chinese		0713a	gjang	Wikibooks2016a
9467	强	qiáng	Middle_Chinese		0713a	gjangX	Wikibooks2016a
9468	強	qiáng	Old_Chinese	0713	0713b		Karlgren1954
9469	強	qiáng	Middle_Chinese		0713b	gjang	Wikibooks2016a
9470	強	qiáng	Middle_Chinese		0713b	gjangX	Wikibooks2016a
9471	繈	qiǎng	Old_Chinese	0713	0713c		Karlgren1954
9472	繈	qiǎng	Middle_Chinese		0713c	kjangX	Wikibooks2016a
9473	襁	qiǎng	Old_Chinese	0713	0713d		Karlgren1954
9474	襁	qiǎng	Middle_Chinese		0713d	kjangX	Wikibooks2016a
9475	皀	jí	Old_Chinese	0714	0714a		Karlgren1954
9476	皀	jí	Middle_Chinese		0714a	xjang	Wikibooks2016a
9477	鄉	xiāng	Old_Chinese	0714	0714c		Karlgren1954
9478	鄉	xiāng	Middle_Chinese		0714c	xjang	Wikibooks2016a
9479	鄉	xiāng	Middle_Chinese		0714c	xjangH	Wikibooks2016a
9480	鄉	xiāng	Middle_Chinese		0714c	xjangX	Wikibooks2016a
9481	嚮	xiàng	Old_Chinese	0714	0714i		Karlgren1954
9482	嚮	xiàng	Middle_Chinese		0714i	xjangH	Wikibooks2016a
9483	饗	xiǎng	Old_Chinese	0714	0714j		Karlgren1954
9484	饗	xiǎng	Middle_Chinese		0714j	xjangX	Wikibooks2016a
9485	曏	xiǎng	Old_Chinese	0714	0714k		Karlgren1954
9486	曏	xiǎng	Middle_Chinese		0714k	syangH	Wikibooks2016a
9487	曏	xiǎng	Middle_Chinese		0714k	syangX	Wikibooks2016a
9488	曏	xiǎng	Middle_Chinese		0714k	xjangH	Wikibooks2016a
9489	曏	xiǎng	Middle_Chinese		0714k	xjangX	Wikibooks2016a
9490	膷	xiāng	Old_Chinese	0714	0714l		Karlgren1954
9491	膷	xiāng	Middle_Chinese		0714l	xjang	Wikibooks2016a
9492	薌	xiāng	Old_Chinese	0714	0714m		Karlgren1954
9493	薌	xiāng	Middle_Chinese		0714m	xjang	Wikibooks2016a
9494	響	xiǎng	Old_Chinese	0714	0714n		Karlgren1954
9495	響	xiǎng	Middle_Chinese		0714n	xjangX	Wikibooks2016a
9496	卿	qīng	Old_Chinese	0714	0714o		Karlgren1954
9497	卿	qīng	Middle_Chinese		0714o	khjaeng	Wikibooks2016a
9498	向	xiàng	Old_Chinese	0715	0715a		Karlgren1954
9499	向	xiàng	Middle_Chinese		0715a	xjangH	Wikibooks2016a
9500	餉	xiǎng	Old_Chinese	0715	0715e		Karlgren1954
9501	餉	xiǎng	Middle_Chinese		0715e	syangH	Wikibooks2016a
9502	享	xiǎng	Old_Chinese	0716	0716a		Karlgren1954
9503	享	xiǎng	Middle_Chinese		0716a	xaeng	Wikibooks2016a
9504	亨	hēng	Old_Chinese	0716	0716b		Karlgren1954
9505	亨	hēng	Middle_Chinese		0716b	phaeng	Wikibooks2016a
9506	亨	hēng	Middle_Chinese		0716b	xaeng	Wikibooks2016a
9507	亨	hēng	Middle_Chinese		0716b	xjangX	Wikibooks2016a
9508	香	xiāng	Old_Chinese	0717	0717a		Karlgren1954
9509	香	xiāng	Middle_Chinese		0717a	xjang	Wikibooks2016a
9510	央	yāng	Old_Chinese	0718	0718a		Karlgren1954
9511	央	yāng	Middle_Chinese		0718a	'jaeng	Wikibooks2016a
9512	央	yāng	Middle_Chinese		0718a	'jang	Wikibooks2016a
9513	佒	yǎng	Old_Chinese	0718	0718c		Karlgren1954
9514	佒	yǎng	Middle_Chinese		0718c	'jangX	Wikibooks2016a
9515	佒	yǎng	Middle_Chinese		0718c	'jangH	Wikibooks2016a
9516	怏	yàng	Old_Chinese	0718	0718d		Karlgren1954
9517	怏	yàng	Middle_Chinese		0718d	'jangH	Wikibooks2016a
9518	怏	yàng	Middle_Chinese		0718d	'jangX	Wikibooks2016a
9519	殃	yāng	Old_Chinese	0718	0718e		Karlgren1954
9520	殃	yāng	Middle_Chinese		0718e	'jang	Wikibooks2016a
9521	鞅	yāng	Old_Chinese	0718	0718f		Karlgren1954
9522	鞅	yāng	Middle_Chinese		0718f	'jangX	Wikibooks2016a
9523	泱	yāng	Old_Chinese	0718	0718g		Karlgren1954
9524	泱	yāng	Middle_Chinese		0718g	'jang	Wikibooks2016a
9525	鴦	yāng	Old_Chinese	0718	0718h		Karlgren1954
9526	鴦	yāng	Middle_Chinese		0718h	'ang	Wikibooks2016a
9527	鴦	yāng	Middle_Chinese		0718h	'jang	Wikibooks2016a
9528	盎	àng	Old_Chinese	0718	0718i		Karlgren1954
9529	盎	àng	Middle_Chinese		0718i	'angH	Wikibooks2016a
9530	英	yīng	Old_Chinese	0718	0718k		Karlgren1954
9531	英	yīng	Middle_Chinese		0718k	'jaeng	Wikibooks2016a
9532	㼜	àng	Old_Chinese	0718	0718-		Karlgren1954
9533	㼜	àng	Middle_Chinese		0718-	'angH	Wikibooks2016a
9534	鬯	chàng	Old_Chinese	0719	0719a		Karlgren1954
9535	鬯	chàng	Middle_Chinese		0719a	trhjangH	Wikibooks2016a
9536	昜	yáng	Old_Chinese	0720	0720a		Karlgren1954
9537	昜	yáng	Middle_Chinese		0720a	yang	Wikibooks2016a
9538	陽	yáng	Old_Chinese	0720	0720e		Karlgren1954
9539	陽	yáng	Middle_Chinese		0720e	yang	Wikibooks2016a
9540	暘	yáng	Old_Chinese	0720	0720h		Karlgren1954
9541	暘	yáng	Middle_Chinese		0720h	yang	Wikibooks2016a
9542	煬	yáng	Old_Chinese	0720	0720i		Karlgren1954
9543	煬	yáng	Middle_Chinese		0720i	yangH	Wikibooks2016a
9544	揚	yáng	Old_Chinese	0720	0720j		Karlgren1954
9545	揚	yáng	Middle_Chinese		0720j	yang	Wikibooks2016a
9546	颺	yáng	Old_Chinese	0720	0720p		Karlgren1954
9547	颺	yáng	Middle_Chinese		0720p	yang	Wikibooks2016a
9548	楊	yáng	Old_Chinese	0720	0720q		Karlgren1954
9549	楊	yáng	Middle_Chinese		0720q	yang	Wikibooks2016a
9550	瘍	yáng	Old_Chinese	0720	0720s		Karlgren1954
9551	瘍	yáng	Middle_Chinese		0720s	yang	Wikibooks2016a
9552	鍚	yáng	Old_Chinese	0720	0720t		Karlgren1954
9553	鍚	yáng	Middle_Chinese		0720t	yang	Wikibooks2016a
9554	畼	chàng	Old_Chinese	0720	0720u		Karlgren1954
9555	畼	chàng	Middle_Chinese		0720u	trhjangH	Wikibooks2016a
9556	暢	chàng	Old_Chinese	0720	0720v		Karlgren1954
9557	暢	chàng	Middle_Chinese		0720v	trhjangH	Wikibooks2016a
9558	場	chǎng	Old_Chinese	0720	0720x		Karlgren1954
9559	場	chǎng	Middle_Chinese		0720x	drjang	Wikibooks2016a
9560	腸	cháng	Old_Chinese	0720	0720y		Karlgren1954
9561	腸	cháng	Middle_Chinese		0720y	drjang	Wikibooks2016a
9562	湯	tāng	Old_Chinese	0720	0720z		Karlgren1954
9563	湯	tāng	Middle_Chinese		0720z	syang	Wikibooks2016a
9564	湯	tāng	Middle_Chinese		0720z	thang	Wikibooks2016a
9565	餳	táng	Old_Chinese	0720	0720c'		Karlgren1954
9566	餳	táng	Middle_Chinese		0720c'	dang	Wikibooks2016a
9567	愓	dàng	Old_Chinese	0720	0720e'		Karlgren1954
9568	愓	dàng	Middle_Chinese		0720e'	dangX	Wikibooks2016a
9569	愓	dàng	Middle_Chinese		0720e'	syang	Wikibooks2016a
9570	碭	dàng	Old_Chinese	0720	0720f'		Karlgren1954
9571	碭	dàng	Middle_Chinese		0720f'	dangH	Wikibooks2016a
9572	禓	yáng	Old_Chinese	0720	0720g'		Karlgren1954
